"seqnames","start","end","width","strand","name","score","sgGroup","giID","names","cluster","hierarchical_order","ProximalPeaks","GR_overlap_names","name.1","score.1","SYMBOL","distanceToTSS"
"chr1",65995395,65999395,4001,"+","chr1:65996493-65998297",0,"ZBTB1Peaks.bed","giID492","chr1:65996493-65998297","1",233,0,"no_overlap",NA,NA,"PDE4B",-260802
"chr1",65995395,65999395,4001,"+","chr1:65996493-65998297",0,"ZBTB1Peaks.bed","giID492","chr1:65996493-65998297","1",233,0,"no_overlap",NA,NA,"LEPR",111060
"chr1",70818048,70822048,4001,"+","chr1:70818519-70821577",0,"ZBTB1Peaks.bed","giID475","chr1:70818519-70821577","1",325,0,"no_overlap",NA,NA,"HHLA3",-471
"chr1",70818048,70822048,4001,"+","chr1:70818519-70821577",0,"ZBTB1Peaks.bed","giID475","chr1:70818519-70821577","1",325,0,"no_overlap",NA,NA,"ANKRD13C",357
"chr1",84844340,84848340,4001,"+","chr1:84845070-84847610",0,"ZBTB1Peaks.bed","giID494","chr1:84845070-84847610","1",133,0,"no_overlap",NA,NA,"DNASE2B",-17875
"chr1",84844340,84848340,4001,"+","chr1:84845070-84847610",0,"ZBTB1Peaks.bed","giID494","chr1:84845070-84847610","1",133,0,"no_overlap",NA,NA,"PRKACB",236386
"chr1",85153486,85157486,4001,"+","chr1:85153604-85157368",0,"ZBTB1Peaks.bed","giID481","chr1:85153604-85157368","1",522,0,"no_overlap",NA,NA,"SSX2IP",742
"chr1",86040938,86044938,4001,"+","chr1:86042050-86043826",0,"ZBTB1Peaks.bed","giID463","chr1:86042050-86043826","1",388,0,"no_overlap",NA,NA,"CYR61",-3506
"chr1",91181499,91185499,4001,"+","chr1:91182406-91184593",0,"ZBTB1Peaks.bed","giID460","chr1:91182406-91184593","1",40,0,"no_overlap",NA,NA,"BARHL2",-705
"chr1",101405045,101409045,4001,"+","chr1:101406416-101407674",0,"ZBTB1Peaks.bed","giID495","chr1:101406416-101407674","1",432,0,"no_overlap",NA,NA,"SLC30A7",45413
"chr1",101405045,101409045,4001,"+","chr1:101406416-101407674",0,"ZBTB1Peaks.bed","giID495","chr1:101406416-101407674","1",432,0,"no_overlap",NA,NA,"DPH5",84283
"chr1",109046599,109050599,4001,"+","chr1:109047928-109049271",0,"ZBTB1Peaks.bed","giID486","chr1:109047928-109049271","2",557,1,"ProximalPeaks","chr1:109048028-109049279",0,"NBPF6",130178
"chr1",109046599,109050599,4001,"+","chr1:109047928-109049271",0,"ZBTB1Peaks.bed","giID486","chr1:109047928-109049271","2",557,1,"ProximalPeaks","chr1:109048028-109049279",0,"HENMT1",155549
"chr1",109201617,109205617,4001,"+","chr1:109202311-109204924",0,"ZBTB1Peaks.bed","giID479","chr1:109202311-109204924","1",261,0,"no_overlap",NA,NA,"HENMT1",531
"chr1",121136308,121140308,4001,"+","chr1:121137463-121139154",0,"ZBTB1Peaks.bed","giID461","chr1:121137463-121139154","1",247,0,"no_overlap",NA,NA,"FCGR1B",-202371
"chr1",145207502,145211502,4001,"+","chr1:145208441-145210564",0,"ZBTB1Peaks.bed","giID491","chr1:145208441-145210564","1",305,0,"no_overlap",NA,NA,"PDE4DIP",-214480
"chr1",145207502,145211502,4001,"+","chr1:145208441-145210564",0,"ZBTB1Peaks.bed","giID491","chr1:145208441-145210564","1",305,0,"no_overlap",NA,NA,"NOTCH2NL",-15097
"chr1",148852951,148856951,4001,"+","chr1:148853846-148856057",0,"ZBTB1Peaks.bed","giID468","chr1:148853846-148856057","1",431,0,"no_overlap",NA,NA,"NBPF16",115508
"chr1",148852951,148856951,4001,"+","chr1:148853846-148856057",0,"ZBTB1Peaks.bed","giID468","chr1:148853846-148856057","1",431,0,"no_overlap",NA,NA,"HIST2H3PS2",545591
"chr1",153231621,153235621,4001,"+","chr1:153232329-153234914",0,"ZBTB1Peaks.bed","giID456","chr1:153232329-153234914","1",401,0,"no_overlap",NA,NA,"LOR",1445
"chr1",153231621,153235621,4001,"+","chr1:153232329-153234914",0,"ZBTB1Peaks.bed","giID456","chr1:153232329-153234914","1",401,0,"no_overlap",NA,NA,"PGLYRP3",49573
"chr1",156436975,156440975,4001,"+","chr1:156438146-156439804",0,"ZBTB1Peaks.bed","giID487","chr1:156438146-156439804","1",356,0,"no_overlap",NA,NA,"C1orf61",-39791
"chr1",156436975,156440975,4001,"+","chr1:156438146-156439804",0,"ZBTB1Peaks.bed","giID487","chr1:156438146-156439804","1",356,0,"no_overlap",NA,NA,"MEF2D",31645
"chr1",158216271,158220271,4001,"+","chr1:158217083-158219459",0,"ZBTB1Peaks.bed","giID498","chr1:158217083-158219459","1",397,0,"no_overlap",NA,NA,"CD1A",-5656
"chr1",158216271,158220271,4001,"+","chr1:158217083-158219459",0,"ZBTB1Peaks.bed","giID498","chr1:158217083-158219459","1",397,0,"no_overlap",NA,NA,"CD1D",68534
"chr1",167597407,167601407,4001,"+","chr1:167596901-167601914",0,"ZBTB1Peaks.bed","giID493","chr1:167596901-167601914","1",460,0,"no_overlap",NA,NA,"RCSD1",77
"chr1",181127059,181131059,4001,"+","chr1:181128072-181130046",0,"ZBTB1Peaks.bed","giID453","chr1:181128072-181130046","1",355,1,"ProximalPeaks","chr1:181128367-181129368",0,"CACNA1E",-323822
"chr1",181127059,181131059,4001,"+","chr1:181128072-181130046",0,"ZBTB1Peaks.bed","giID453","chr1:181128072-181130046","1",355,1,"ProximalPeaks","chr1:181128367-181129368",0,"IER5",71421
"chr1",184922400,184926400,4001,"+","chr1:184923628-184925173",0,"ZBTB1Peaks.bed","giID474","chr1:184923628-184925173","1",191,0,"no_overlap",NA,NA,"EDEM3",-200353
"chr1",184922400,184926400,4001,"+","chr1:184923628-184925173",0,"ZBTB1Peaks.bed","giID474","chr1:184923628-184925173","1",191,0,"no_overlap",NA,NA,"FAM129A",19282
"chr1",200706485,200710485,4001,"+","chr1:200707139-200709832",0,"ZBTB1Peaks.bed","giID480","chr1:200707139-200709832","1",429,0,"no_overlap",NA,NA,"CAMSAP2",-201
"chr1",204964609,204968609,4001,"+","chr1:204965685-204967533",0,"ZBTB1Peaks.bed","giID478","chr1:204965685-204967533","1",298,0,"no_overlap",NA,NA,"CNTN2",-45716
"chr1",204964609,204968609,4001,"+","chr1:204965685-204967533",0,"ZBTB1Peaks.bed","giID478","chr1:204965685-204967533","1",298,0,"no_overlap",NA,NA,"NFASC",168827
"chr1",205195302,205199302,4001,"+","chr1:205196152-205198453",0,"ZBTB1Peaks.bed","giID467","chr1:205196152-205198453","1",503,0,"no_overlap",NA,NA,"TMCC2",-2
"chr1",214773708,214777708,4001,"+","chr1:214773667-214777749",0,"ZBTB1Peaks.bed","giID464","chr1:214773667-214777749","1",443,0,"no_overlap",NA,NA,"CENPF",-830
"chr1",224565501,224569501,4001,"+","chr1:224566354-224568648",0,"ZBTB1Peaks.bed","giID499","chr1:224566354-224568648","1",359,1,"ProximalPeaks","chr1:224567240-224568482",0,"CNIH4",22949
"chr1",224565501,224569501,4001,"+","chr1:224566354-224568648",0,"ZBTB1Peaks.bed","giID499","chr1:224566354-224568648","1",359,1,"ProximalPeaks","chr1:224567240-224568482",0,"WDR26",54500
"chr1",226593827,226597827,4001,"+","chr1:226594868-226596786",0,"ZBTB1Peaks.bed","giID455","chr1:226594868-226596786","1",334,0,"no_overlap",NA,NA,"PARP1",-53
"chr1",229672141,229676141,4001,"+","chr1:229672867-229675415",0,"ZBTB1Peaks.bed","giID482","chr1:229672867-229675415","2",562,1,"ProximalPeaks","chr1:229672094-229674872",0,"NUP133",-30053
"chr1",229672141,229676141,4001,"+","chr1:229672867-229675415",0,"ZBTB1Peaks.bed","giID482","chr1:229672867-229675415","2",562,1,"ProximalPeaks","chr1:229672094-229674872",0,"ABCB10",20301
"chr1",230559547,230563547,4001,"+","chr1:230559857-230563237",0,"ZBTB1Peaks.bed","giID458","chr1:230559857-230563237","1",84,0,"no_overlap",NA,NA,"COG2",-216691
"chr1",230559547,230563547,4001,"+","chr1:230559857-230563237",0,"ZBTB1Peaks.bed","giID458","chr1:230559857-230563237","1",84,0,"no_overlap",NA,NA,"PGBD5",-48156
"chr1",234364622,234368622,4001,"+","chr1:234365824-234367421",0,"ZBTB1Peaks.bed","giID489","chr1:234365824-234367421","1",218,0,"no_overlap",NA,NA,"COA6",-142807
"chr1",234364622,234368622,4001,"+","chr1:234365824-234367421",0,"ZBTB1Peaks.bed","giID489","chr1:234365824-234367421","1",218,0,"no_overlap",NA,NA,"SLC35F3",325943
"chr1",240346371,240350371,4001,"+","chr1:240347580-240349162",0,"ZBTB1Peaks.bed","giID462","chr1:240347580-240349162","1",428,0,"no_overlap",NA,NA,"FMN2",93191
"chr1",240346371,240350371,4001,"+","chr1:240347580-240349162",0,"ZBTB1Peaks.bed","giID462","chr1:240347580-240349162","1",428,0,"no_overlap",NA,NA,"GREM2",427078
"chr1",243416654,243420654,4001,"+","chr1:243417012-243420296",0,"ZBTB1Peaks.bed","giID454","chr1:243417012-243420296","1",380,0,"no_overlap",NA,NA,"SDCCAG8",-704
"chr1",243416654,243420654,4001,"+","chr1:243417012-243420296",0,"ZBTB1Peaks.bed","giID454","chr1:243417012-243420296","1",380,0,"no_overlap",NA,NA,"CEP170",-302
"chr1",244210271,244214271,4001,"+","chr1:244210549-244213993",0,"ZBTB1Peaks.bed","giID483","chr1:244210549-244213993","1",102,1,"ProximalPeaks","chr1:244210617-244211618",0,"ZBTB18",-2314
"chr1",246590144,246594144,4001,"+","chr1:246591207-246593082",0,"ZBTB1Peaks.bed","giID476","chr1:246591207-246593082","2",549,1,"ProximalPeaks","chr1:246591170-246592792",0,"SMYD3",78375
"chr2",766875,770875,4001,"+","chr2:766807-770943",0,"ZBTB1Peaks.bed","giID27","chr2:766807-770943","2",563,1,"ProximalPeaks","chr2:766808-769520",0,"SNTG2",-177679
"chr2",766875,770875,4001,"+","chr2:766807-770943",0,"ZBTB1Peaks.bed","giID27","chr2:766807-770943","2",563,1,"ProximalPeaks","chr2:766808-769520",0,"TMEM18",-91436
"chr2",1127700,1131700,4001,"+","chr2:1128906-1130494",0,"ZBTB1Peaks.bed","giID20","chr2:1128906-1130494","1",527,0,"no_overlap",NA,NA,"TPO",-287533
"chr2",1127700,1131700,4001,"+","chr2:1128906-1130494",0,"ZBTB1Peaks.bed","giID20","chr2:1128906-1130494","1",527,0,"no_overlap",NA,NA,"SNTG2",183146
"chr2",11091807,11095807,4001,"+","chr2:11092859-11094755",0,"ZBTB1Peaks.bed","giID10","chr2:11092859-11094755","1",41,0,"no_overlap",NA,NA,"C2orf50",-179372
"chr2",11091807,11095807,4001,"+","chr2:11092859-11094755",0,"ZBTB1Peaks.bed","giID10","chr2:11092859-11094755","1",41,0,"no_overlap",NA,NA,"KCNF1",41744
"chr2",16687382,16691382,4001,"+","chr2:16688472-16690292",0,"ZBTB1Peaks.bed","giID41","chr2:16688472-16690292","1",201,0,"no_overlap",NA,NA,"FAM49A",157720
"chr2",16687382,16691382,4001,"+","chr2:16688472-16690292",0,"ZBTB1Peaks.bed","giID41","chr2:16688472-16690292","1",201,0,"no_overlap",NA,NA,"MYCN",608696
"chr2",26137619,26141619,4001,"+","chr2:26138707-26140532",0,"ZBTB1Peaks.bed","giID32","chr2:26138707-26140532","1",45,1,"ProximalPeaks","chr2:26138772-26141248",0,"ASXL2",-38234
"chr2",26137619,26141619,4001,"+","chr2:26138707-26140532",0,"ZBTB1Peaks.bed","giID32","chr2:26138707-26140532","1",45,1,"ProximalPeaks","chr2:26138772-26141248",0,"KIF3C",65747
"chr2",27936425,27940425,4001,"+","chr2:27937910-27938941",0,"ZBTB1Peaks.bed","giID48","chr2:27937910-27938941","1",444,0,"no_overlap",NA,NA,"MRPL33",-56159
"chr2",27936425,27940425,4001,"+","chr2:27937910-27938941",0,"ZBTB1Peaks.bed","giID48","chr2:27937910-27938941","1",444,0,"no_overlap",NA,NA,"SUPT7L",-51749
"chr2",31359146,31363146,4001,"+","chr2:31360227-31362066",0,"ZBTB1Peaks.bed","giID22","chr2:31360227-31362066","1",502,0,"no_overlap",NA,NA,"GALNT14",-133
"chr2",38302017,38306017,4001,"+","chr2:38302982-38305052",0,"ZBTB1Peaks.bed","giID12","chr2:38302982-38305052","1",413,0,"no_overlap",NA,NA,"CYP1B1",-694
"chr2",45836402,45840402,4001,"+","chr2:45837472-45839333",0,"ZBTB1Peaks.bed","giID42","chr2:45837472-45839333","1",514,0,"no_overlap",NA,NA,"SRBD1",18
"chr2",61291210,61295210,4001,"+","chr2:61292299-61294122",0,"ZBTB1Peaks.bed","giID21","chr2:61292299-61294122","1",524,0,"no_overlap",NA,NA,"C2orf74",-96419
"chr2",61291210,61295210,4001,"+","chr2:61292299-61294122",0,"ZBTB1Peaks.bed","giID21","chr2:61292299-61294122","1",524,0,"no_overlap",NA,NA,"PUS10",-47821
"chr2",70659811,70663811,4001,"+","chr2:70660347-70663275",0,"ZBTB1Peaks.bed","giID1","chr2:70660347-70663275","1",126,0,"no_overlap",NA,NA,"FAM136A",-132589
"chr2",70659811,70663811,4001,"+","chr2:70660347-70663275",0,"ZBTB1Peaks.bed","giID1","chr2:70660347-70663275","1",126,0,"no_overlap",NA,NA,"TGFA",119336
"chr2",73338164,73342164,4001,"+","chr2:73338989-73341340",0,"ZBTB1Peaks.bed","giID46","chr2:73338989-73341340","1",174,0,"no_overlap",NA,NA,"RAB11FIP5",-18
"chr2",76541872,76545872,4001,"+","chr2:76542944-76544800",0,"ZBTB1Peaks.bed","giID31","chr2:76542944-76544800","1",490,0,"no_overlap",NA,NA,"GCFC2",-605757
"chr2",85134724,85138724,4001,"+","chr2:85135848-85137601",0,"ZBTB1Peaks.bed","giID8","chr2:85135848-85137601","1",110,0,"no_overlap",NA,NA,"KCMF1",-61492
"chr2",85134724,85138724,4001,"+","chr2:85135848-85137601",0,"ZBTB1Peaks.bed","giID8","chr2:85135848-85137601","1",110,0,"no_overlap",NA,NA,"TMSB10",3975
"chr2",91633245,91637245,4001,"+","chr2:91634494-91635996",0,"ZBTB1Peaks.bed","giID17","chr2:91634494-91635996","1",145,0,"no_overlap",NA,NA,NA,NA
"chr2",91657507,91661507,4001,"+","chr2:91658742-91660272",0,"ZBTB1Peaks.bed","giID49","chr2:91658742-91660272","1",219,0,"no_overlap",NA,NA,NA,NA
"chr2",91668750,91672750,4001,"+","chr2:91669439-91672061",0,"ZBTB1Peaks.bed","giID9","chr2:91669439-91672061","1",420,0,"no_overlap",NA,NA,NA,NA
"chr2",91985127,91989127,4001,"+","chr2:91986346-91987908",0,"ZBTB1Peaks.bed","giID13","chr2:91986346-91987908","1",170,0,"no_overlap",NA,NA,NA,NA
"chr2",91995771,91999771,4001,"+","chr2:91997119-91998424",0,"ZBTB1Peaks.bed","giID7","chr2:91997119-91998424","1",391,0,"no_overlap",NA,NA,NA,NA
"chr2",92229117,92233117,4001,"+","chr2:92230579-92231656",0,"ZBTB1Peaks.bed","giID18","chr2:92230579-92231656","1",378,0,"no_overlap",NA,NA,NA,NA
"chr2",97479991,97483991,4001,"+","chr2:97480809-97483173",0,"ZBTB1Peaks.bed","giID36","chr2:97480809-97483173","1",274,0,"no_overlap",NA,NA,"CNNM3",4
"chr2",98662395,98666395,4001,"+","chr2:98663576-98665214",0,"ZBTB1Peaks.bed","giID34","chr2:98663576-98665214","1",399,0,"no_overlap",NA,NA,"TMEM131",-52041
"chr2",98662395,98666395,4001,"+","chr2:98663576-98665214",0,"ZBTB1Peaks.bed","giID34","chr2:98663576-98665214","1",399,0,"no_overlap",NA,NA,"VWA3B",-39260
"chr2",99278391,99282391,4001,"+","chr2:99278947-99281836",0,"ZBTB1Peaks.bed","giID26","chr2:99278947-99281836","2",551,1,"ProximalPeaks","chr2:99279528-99282051",0,"UNC50",55349
"chr2",99278391,99282391,4001,"+","chr2:99278947-99281836",0,"ZBTB1Peaks.bed","giID26","chr2:99278947-99281836","2",551,1,"ProximalPeaks","chr2:99279528-99282051",0,"MGAT4A",62768
"chr2",100316238,100320238,4001,"+","chr2:100317421-100319056",0,"ZBTB1Peaks.bed","giID37","chr2:100317421-100319056","2",545,1,"ProximalPeaks","chr2:100317774-100318804",0,"REV1",-211741
"chr2",100316238,100320238,4001,"+","chr2:100317421-100319056",0,"ZBTB1Peaks.bed","giID37","chr2:100317421-100319056","2",545,1,"ProximalPeaks","chr2:100317774-100318804",0,"AFF3",403807
"chr2",113461858,113465858,4001,"+","chr2:113463220-113464497",0,"ZBTB1Peaks.bed","giID33","chr2:113463220-113464497","1",439,1,"ProximalPeaks","chr2:113463412-113464858",0,"NT5DC4",-15205
"chr2",113461858,113465858,4001,"+","chr2:113463220-113464497",0,"ZBTB1Peaks.bed","giID33","chr2:113463220-113464497","1",439,1,"ProximalPeaks","chr2:113463412-113464858",0,"SLC20A1",60424
"chr2",117833173,117837173,4001,"+","chr2:117833800-117836546",0,"ZBTB1Peaks.bed","giID24","chr2:117833800-117836546","1",165,0,"no_overlap",NA,NA,"DDX18",-737053
"chr2",119257760,119261760,4001,"+","chr2:119259105-119260416",0,"ZBTB1Peaks.bed","giID38","chr2:119259105-119260416","1",135,0,"no_overlap",NA,NA,"EN1",345494
"chr2",119257760,119261760,4001,"+","chr2:119259105-119260416",0,"ZBTB1Peaks.bed","giID38","chr2:119259105-119260416","1",135,0,"no_overlap",NA,NA,"INSIG2",413710
"chr2",129129000,129133000,4001,"+","chr2:129129752-129132249",0,"ZBTB1Peaks.bed","giID30","chr2:129129752-129132249","1",323,0,"no_overlap",NA,NA,"HS6ST1",-54849
"chr2",134566213,134570213,4001,"+","chr2:134566179-134570248",0,"ZBTB1Peaks.bed","giID25","chr2:134566179-134570248","1",206,0,"no_overlap",NA,NA,"MGAT5",-309540
"chr2",134566213,134570213,4001,"+","chr2:134566179-134570248",0,"ZBTB1Peaks.bed","giID25","chr2:134566179-134570248","1",206,0,"no_overlap",NA,NA,"NCKAP5",-242182
"chr2",135808801,135812801,4001,"+","chr2:135809349-135812253",0,"ZBTB1Peaks.bed","giID5","chr2:135809349-135812253","1",11,1,"ProximalPeaks","chr2:135809649-135811341",0,"RAB3GAP1",933
"chr2",145316097,145320097,4001,"+","chr2:145317298-145318897",0,"ZBTB1Peaks.bed","giID39","chr2:145317298-145318897","1",226,0,"no_overlap",NA,NA,"ZEB2",-39476
"chr2",163695462,163699462,4001,"+","chr2:163696780-163698144",0,"ZBTB1Peaks.bed","giID40","chr2:163696780-163698144","1",395,0,"no_overlap",NA,NA,"KCNH7",-2334
"chr2",166839745,166843745,4001,"+","chr2:166840934-166842556",0,"ZBTB1Peaks.bed","giID43","chr2:166840934-166842556","1",239,0,"no_overlap",NA,NA,"TTC21B",-31392
"chr2",166839745,166843745,4001,"+","chr2:166840934-166842556",0,"ZBTB1Peaks.bed","giID43","chr2:166840934-166842556","1",239,0,"no_overlap",NA,NA,"SCN1A",88386
"chr2",172014863,172018863,4001,"+","chr2:172015385-172018342",0,"ZBTB1Peaks.bed","giID11","chr2:172015385-172018342","1",107,1,"ProximalPeaks","chr2:172015547-172016548",0,"TLK1",480
"chr2",174600681,174604681,4001,"+","chr2:174601593-174603769",0,"ZBTB1Peaks.bed","giID16","chr2:174601593-174603769","1",208,0,"no_overlap",NA,NA,"SP3",227749
"chr2",174600681,174604681,4001,"+","chr2:174601593-174603769",0,"ZBTB1Peaks.bed","giID16","chr2:174601593-174603769","1",208,0,"no_overlap",NA,NA,"CDCA7",383092
"chr2",182319356,182323356,4001,"+","chr2:182319500-182323212",0,"ZBTB1Peaks.bed","giID19","chr2:182319500-182323212","1",362,0,"no_overlap",NA,NA,"ITGA4",-596
"chr2",190647086,190651086,4001,"+","chr2:190647866-190650306",0,"ZBTB1Peaks.bed","giID14","chr2:190647866-190650306","1",4,1,"ProximalPeaks","chr2:190648827-190650289",0,"ORMDL1",-978
"chr2",190647086,190651086,4001,"+","chr2:190647866-190650306",0,"ZBTB1Peaks.bed","giID14","chr2:190647866-190650306","1",4,1,"ProximalPeaks","chr2:190648827-190650289",0,"PMS1",-21
"chr2",192108366,192112366,4001,"+","chr2:192109081-192111652",0,"ZBTB1Peaks.bed","giID35","chr2:192109081-192111652","1",282,0,"no_overlap",NA,NA,"MYO1B",251
"chr2",196160262,196164262,4001,"+","chr2:196160617-196163908",0,"ZBTB1Peaks.bed","giID45","chr2:196160617-196163908","1",142,0,"no_overlap",NA,NA,"SLC39A10",-359209
"chr2",202505712,202509712,4001,"+","chr2:202506503-202508922",0,"ZBTB1Peaks.bed","giID15","chr2:202506503-202508922","1",291,1,"ProximalPeaks","chr2:202506753-202507754",0,"TMEM237",528
"chr2",211034143,211038143,4001,"+","chr2:211034956-211037331",0,"ZBTB1Peaks.bed","giID29","chr2:211034956-211037331","1",81,1,"ProximalPeaks","chr2:211034690-211035691",0,"KANSL1L",-36
"chr2",213679257,213683257,4001,"+","chr2:213679327-213683188",0,"ZBTB1Peaks.bed","giID23","chr2:213679327-213683188","1",164,1,"ProximalPeaks","chr2:213679827-213681117",0,"ERBB4",-277692
